逻辑号	车厢号	故障类型	故障代码	故障等级	故障名称	故障报告	V>0	V=0	故障已读后发送位
1507	1	制动	1710	0	控制轴1和轴2<G01/1><G01/2>的安全阀停止工作	车轮防滑保护的控制失效	-以Vmax=200km/h一直到达下一站\n-如可能，使用小的减速度来制动\n-通知控制中心\n	"-通知乘务员，指示如下：\n-通过车辆控制面板，关闭摩擦制动\n-按下TD-HMI上菜单“制动状态”中的“制动有效率”软键\n-如果制动不可用时应考虑的措施\n$SK [Bremsvermoegen, , , , , ]"	5908
1508	2	制动	1713	0	控制轴1和轴2<G01/1><G01/2>的安全阀停止工作	车轮防滑保护的控制失效	-以Vmax=200km/h一直到达下一站\n-如可能，使用小的减速度来制动\n-通知控制中心\n	"-通知乘务员，指示如下：\n-通过车辆控制面板，关闭摩擦制动\n-按下TD-HMI上菜单“制动状态”中的“制动有效率”软键\n-如果制动不可用时应考虑的措施\n$SK [Bremsvermoegen, , , , , ]"	5909
1509	3	制动	1723	0	控制轴1和轴2<G01/1><G01/2>的安全阀停止工作	车轮防滑保护的控制失效	-以Vmax=200km/h一直到达下一站\n-如可能，使用小的减速度来制动\n-通知控制中心\n	"-通知乘务员，指示如下：\n-通过车辆控制面板，关闭摩擦制动\n-按下TD-HMI上菜单“制动状态”中的“制动有效率”软键\n-如果制动不可用时应考虑的措施\n$SK [Bremsvermoegen, , , , , ]"	5910
1510	4	制动	1742	0	控制轴1和轴2<G01/1><G01/2>的安全阀停止工作	车轮防滑保护的控制失效	-以Vmax=200km/h一直到达下一站\n-如可能，使用小的减速度来制动\n-通知控制中心\n	"-通知乘务员，指示如下：\n-通过车辆控制面板，关闭摩擦制动\n-按下TD-HMI上菜单“制动状态”中的“制动有效率”软键\n-如果制动不可用时应考虑的措施\n$SK [Bremsvermoegen, , , , , ]"	5911
1511	5	制动	1730	0	控制轴1和轴2<G01/1><G01/2>的安全阀停止工作	车轮防滑保护的控制失效	-以Vmax=200km/h一直到达下一站\n-如可能，使用小的减速度来制动\n-通知控制中心\n	"-通知乘务员，指示如下：\n-通过车辆控制面板，关闭摩擦制动\n-按下TD-HMI上菜单“制动状态”中的“制动有效率”软键\n-如果制动不可用时应考虑的措施\n$SK [Bremsvermoegen, , , , , ]"	5912
1512	6	制动	1733	0	控制轴1和轴2<G01/1><G01/2>的安全阀停止工作	车轮防滑保护的控制失效	-以Vmax=200km/h一直到达下一站\n-如可能，使用小的减速度来制动\n-通知控制中心\n	"-通知乘务员，指示如下：\n-通过车辆控制面板，关闭摩擦制动\n-按下TD-HMI上菜单“制动状态”中的“制动有效率”软键\n-如果制动不可用时应考虑的措施\n$SK [Bremsvermoegen, , , , , ]"	5913
1513	7	制动	1743	0	控制轴1和轴2<G01/1><G01/2>的安全阀停止工作	车轮防滑保护的控制失效	-以Vmax=200km/h一直到达下一站\n-如可能，使用小的减速度来制动\n-通知控制中心\n	"-通知乘务员，指示如下：\n-通过车辆控制面板，关闭摩擦制动\n-按下TD-HMI上菜单“制动状态”中的“制动有效率”软键\n-如果制动不可用时应考虑的措施\n$SK [Bremsvermoegen, , , , , ]"	5914
1514	8	制动	1743	0	控制轴1和轴2<G01/1><G01/2>的安全阀停止工作	车轮防滑保护的控制失效	-以Vmax=200km/h一直到达下一站\n-如可能，使用小的减速度来制动\n-通知控制中心\n	"-通知乘务员，指示如下：\n-通过车辆控制面板，关闭摩擦制动\n-按下TD-HMI上菜单“制动状态”中的“制动有效率”软键\n-如果制动不可用时应考虑的措施\n$SK [Bremsvermoegen, , , , , ]"	5915
1515	1	制动	170C	0	低制动率故障	高低制动力转换故障	-以Vmax=200km/h一直到达下一站\n-通知控制中心\n	"-通知乘务员，指示如下：\n-通过车辆控制面板，关闭摩擦制动\n-按下TD-HMI上菜单“制动状态”中的“制动有效率”软键\n-如果制动不可用时应考虑的措施\n$SK [Bremsvermoegen, , , , , ]"	5916
1516	2	制动	170C	0	低制动率故障	高低制动力转换故障	-以Vmax=200km/h一直到达下一站\n-通知控制中心\n	"-通知乘务员，指示如下：\n-通过车辆控制面板，关闭摩擦制动\n-按下TD-HMI上菜单“制动状态”中的“制动有效率”软键\n-如果制动不可用时应考虑的措施\n$SK [Bremsvermoegen, , , , , ]"	5917
1517	3	制动	170C	0	低制动率故障	高低制动力转换故障	-以Vmax=200km/h一直到达下一站\n-通知控制中心\n	"-通知乘务员，指示如下：\n-通过车辆控制面板，关闭摩擦制动\n-按下TD-HMI上菜单“制动状态”中的“制动有效率”软键\n-如果制动不可用时应考虑的措施\n$SK [Bremsvermoegen, , , , , ]"	5918
1518	4	制动	170C	0	低制动率故障	高低制动力转换故障	-以Vmax=200km/h一直到达下一站\n-通知控制中心\n	"-通知乘务员，指示如下：\n-通过车辆控制面板，关闭摩擦制动\n-按下TD-HMI上菜单“制动状态”中的“制动有效率”软键\n-如果制动不可用时应考虑的措施\n$SK [Bremsvermoegen, , , , , ]"	5919
1519	5	制动	170C	0	低制动率故障	高低制动力转换故障	-以Vmax=200km/h一直到达下一站\n-通知控制中心\n	"-通知乘务员，指示如下：\n-通过车辆控制面板，关闭摩擦制动\n-按下TD-HMI上菜单“制动状态”中的“制动有效率”软键\n-如果制动不可用时应考虑的措施\n$SK [Bremsvermoegen, , , , , ]"	5920
1520	6	制动	170C	0	低制动率故障	高低制动力转换故障	-以Vmax=200km/h一直到达下一站\n-通知控制中心\n	"-通知乘务员，指示如下：\n-通过车辆控制面板，关闭摩擦制动\n-按下TD-HMI上菜单“制动状态”中的“制动有效率”软键\n-如果制动不可用时应考虑的措施\n$SK [Bremsvermoegen, , , , , ]"	5921
1521	7	制动	170C	0	低制动率故障	高低制动力转换故障	-以Vmax=200km/h一直到达下一站\n-通知控制中心\n	"-通知乘务员，指示如下：\n-通过车辆控制面板，关闭摩擦制动\n-按下TD-HMI上菜单“制动状态”中的“制动有效率”软键\n-如果制动不可用时应考虑的措施\n$SK [Bremsvermoegen, , , , , ]"	5922
1522	8	制动	170C	0	低制动率故障	高低制动力转换故障	-以Vmax=200km/h一直到达下一站\n-通知控制中心\n	"-通知乘务员，指示如下：\n-通过车辆控制面板，关闭摩擦制动\n-按下TD-HMI上菜单“制动状态”中的“制动有效率”软键\n-如果制动不可用时应考虑的措施\n$SK [Bremsvermoegen, , , , , ]"	5923
1523	1	转向架	1712	0	轴1不旋转	-采取措施保证人员安全\n-下令关闭相邻轨道\n-由乘务员在走行速度下检查所有轮对（1-4）旋转情况\n如果所有轮对正常旋转：\n-忽略诊断信息\n如果至少一个轮对无法旋转：\n-通知控制中心\n-请求救援牵引\n	通过施加紧急制动停车	-采取措施保证人员安全\n-下令关闭相邻轨道\n-由乘务员在走行速度下检查所有轮对（1-4）旋转情况\n如果所有轮对正常旋转：\n-忽略诊断信息\n如果至少一个轮对无法旋转：\n-通知控制中心\n-请求救援牵引\n	5924
1524	1	转向架	1722	0	轴2不旋转	-采取措施保证人员安全\n-下令关闭相邻轨道\n-由乘务员在走行速度下检查所有轮对（1-4）旋转情况\n如果所有轮对正常旋转：\n-忽略诊断信息\n如果至少一个轮对无法旋转：\n-通知控制中心\n-请求救援牵引\n	通过施加紧急制动停车	-采取措施保证人员安全\n-下令关闭相邻轨道\n-由乘务员在走行速度下检查所有轮对（1-4）旋转情况\n如果所有轮对正常旋转：\n-忽略诊断信息\n如果至少一个轮对无法旋转：\n-通知控制中心\n-请求救援牵引\n	5925
1525	1	转向架	1732	0	轴3不旋转	-采取措施保证人员安全\n-下令关闭相邻轨道\n-由乘务员在走行速度下检查所有轮对（1-4）旋转情况\n如果所有轮对正常旋转：\n-忽略诊断信息\n如果至少一个轮对无法旋转：\n-通知控制中心\n-请求救援牵引\n	通过施加紧急制动停车	-采取措施保证人员安全\n-下令关闭相邻轨道\n-由乘务员在走行速度下检查所有轮对（1-4）旋转情况\n如果所有轮对正常旋转：\n-忽略诊断信息\n如果至少一个轮对无法旋转：\n-通知控制中心\n-请求救援牵引\n	5926
1526	1	转向架	1742	0	轴4不旋转	-采取措施保证人员安全\n-下令关闭相邻轨道\n-由乘务员在走行速度下检查所有轮对（1-4）旋转情况\n如果所有轮对正常旋转：\n-忽略诊断信息\n如果至少一个轮对无法旋转：\n-通知控制中心\n-请求救援牵引\n	通过施加紧急制动停车	-采取措施保证人员安全\n-下令关闭相邻轨道\n-由乘务员在走行速度下检查所有轮对（1-4）旋转情况\n如果所有轮对正常旋转：\n-忽略诊断信息\n如果至少一个轮对无法旋转：\n-通知控制中心\n-请求救援牵引\n	5927
1527	2	转向架	1712	0	轴1不旋转	-采取措施保证人员安全\n-下令关闭相邻轨道\n-由乘务员在走行速度下检查所有轮对（1-4）旋转情况\n如果所有轮对正常旋转：\n-忽略诊断信息\n如果至少一个轮对无法旋转：\n-通知控制中心\n-请求救援牵引\n	通过施加紧急制动停车	-采取措施保证人员安全\n-下令关闭相邻轨道\n-由乘务员在走行速度下检查所有轮对（1-4）旋转情况\n如果所有轮对正常旋转：\n-忽略诊断信息\n如果至少一个轮对无法旋转：\n-通知控制中心\n-请求救援牵引\n	5928
1528	2	转向架	1722	0	轴2不旋转	-采取措施保证人员安全\n-下令关闭相邻轨道\n-由乘务员在走行速度下检查所有轮对（1-4）旋转情况\n如果所有轮对正常旋转：\n-忽略诊断信息\n如果至少一个轮对无法旋转：\n-通知控制中心\n-请求救援牵引\n	通过施加紧急制动停车	-采取措施保证人员安全\n-下令关闭相邻轨道\n-由乘务员在走行速度下检查所有轮对（1-4）旋转情况\n如果所有轮对正常旋转：\n-忽略诊断信息\n如果至少一个轮对无法旋转：\n-通知控制中心\n-请求救援牵引\n	5929
1529	2	转向架	1732	0	轴3不旋转	-采取措施保证人员安全\n-下令关闭相邻轨道\n-由乘务员在走行速度下检查所有轮对（1-4）旋转情况\n如果所有轮对正常旋转：\n-忽略诊断信息\n如果至少一个轮对无法旋转：\n-通知控制中心\n-请求救援牵引\n	通过施加紧急制动停车	-采取措施保证人员安全\n-下令关闭相邻轨道\n-由乘务员在走行速度下检查所有轮对（1-4）旋转情况\n如果所有轮对正常旋转：\n-忽略诊断信息\n如果至少一个轮对无法旋转：\n-通知控制中心\n-请求救援牵引\n	5930
1530	2	转向架	1742	0	轴4不旋转	-采取措施保证人员安全\n-下令关闭相邻轨道\n-由乘务员在走行速度下检查所有轮对（1-4）旋转情况\n如果所有轮对正常旋转：\n-忽略诊断信息\n如果至少一个轮对无法旋转：\n-通知控制中心\n-请求救援牵引\n	通过施加紧急制动停车	-采取措施保证人员安全\n-下令关闭相邻轨道\n-由乘务员在走行速度下检查所有轮对（1-4）旋转情况\n如果所有轮对正常旋转：\n-忽略诊断信息\n如果至少一个轮对无法旋转：\n-通知控制中心\n-请求救援牵引\n	5931
1531	3	转向架	1712	0	轴1不旋转	-采取措施保证人员安全\n-下令关闭相邻轨道\n-由乘务员在走行速度下检查所有轮对（1-4）旋转情况\n如果所有轮对正常旋转：\n-忽略诊断信息\n如果至少一个轮对无法旋转：\n-通知控制中心\n-请求救援牵引\n	通过施加紧急制动停车	-采取措施保证人员安全\n-下令关闭相邻轨道\n-由乘务员在走行速度下检查所有轮对（1-4）旋转情况\n如果所有轮对正常旋转：\n-忽略诊断信息\n如果至少一个轮对无法旋转：\n-通知控制中心\n-请求救援牵引\n	5932
